Exit stations,Entry stations->,,WEEKDAY,,,Sep 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,,
RM,20.105263,116.210526,87.526316,77.631579,446.631579,99.368421,133.842105,170.526316,207.947368,45.526316,88.526316,79.736842,34.894737,22.789474,40.578947,18.473684,14.105263,29.157895,12.736842,19.263158,22.210526,5.210526,8.157895,26.210526,30.526316,431.105263,425.263158,451.947368,357.894737,189.105263,188,42.315789,76.157895,121.157895,17.421053,4.684211,14.894737,4.631579,18.526316,15.684211,19.473684,60.842105,29.210526,5.263158,15.578947,10.684211,0,0,7.315789,9.526316,4374.578947,,,,,,,,,,,,,,
EN,120.052632,22.052632,91.736842,93.578947,899.894737,137.789474,253.157895,463.263158,562.894737,117.894737,114.947368,154,56.736842,42.789474,86.105263,23.842105,34.684211,55.842105,28.368421,19.473684,31.526316,8.315789,13.157895,31.526316,38.578947,971.578947,1047.210526,927.368421,769.210526,290.421053,212.315789,91.842105,134.157895,209.578947,29.789474,7.157895,26.421053,6.842105,12.736842,33.105263,39.526316,122.105263,70.578947,14.368421,40.736842,33.947368,0,0,6.631579,9.631579,8609.473684,,,,,,,,,,,,,,
EP,88.263158,79.842105,17.736842,54.105263,741.105263,81.210526,127.789474,300.157895,334.947368,86.789474,50.789474,64.947368,30.210526,18.368421,31.368421,9.157895,18.052632,39.210526,18.368421,18.473684,27.052632,9.578947,7.631579,28.473684,12.526316,621.157895,693,447,452.526316,140.263158,70.789474,29.263158,49.368421,70.684211,7.263158,3.947368,12.578947,4.368421,9.105263,8.263158,12.105263,71.947368,28.894737,6.210526,30.894737,14.894737,0,0,4.526316,4.684211,5089.894737,,,,,,,,,,,,,,
NB,78.684211,84.894737,50,17.526316,197.789474,74.526316,89.473684,272.105263,252.947368,57.473684,63.684211,62.947368,31.105263,16.315789,32.789474,11.526316,19.894737,29.368421,23.631579,22.315789,23.368421,7.684211,10.842105,19.210526,13.210526,673.947368,742.789474,418.578947,491.684211,167.526316,98.263158,29.421053,41.736842,49.263158,8.052632,7.315789,14.368421,4.684211,6.947368,6.947368,8.526316,84.578947,41.631579,6.526316,38.473684,20.684211,0,0,5.210526,6.631579,4537.105263,,,,,,,,,,,,,,
BK,496.105263,972.736842,751.157895,214.894737,53.947368,354.736842,357.894737,576.526316,536.578947,288.684211,300.368421,212.578947,193.421053,147.894737,147,90.263158,175.105263,207.947368,112.315789,175.947368,137.473684,73.157895,48.421053,42.789474,80.684211,1065.421053,1062.842105,752.842105,802.368421,336.368421,287.210526,155.052632,139.684211,147.315789,37.421053,64.473684,120.789474,39.210526,74.210526,36.947368,48.368421,141,162.368421,57.210526,67.105263,111.736842,0,0,28.473684,57.473684,12544.526316,,,,,,,,,,,,,,
AS,109.789474,128.421053,78.368421,58.421053,303.263158,18.526316,83.421053,249.157895,257.578947,71.105263,102.684211,93.421053,51.789474,37,35,18.263158,33.789474,36.947368,24.210526,26.315789,27.368421,8.315789,6.684211,12.631579,21.526316,754.315789,799.631579,472.052632,532.421053,232.421053,123.947368,32.947368,46.947368,53.210526,10.052632,10.052632,19.052632,8.631579,15.105263,9.473684,13.473684,58.052632,35.526316,14.473684,26.578947,24.842105,0,0,6.631579,12.263158,5206.105263,,,,,,,,,,,,,,
MA,149.105263,258.421053,118.578947,80.368421,334.315789,89.263158,34.789474,195.421053,218,68.473684,172.315789,176.526316,126.368421,91.631579,92.105263,54.157895,75.578947,107.842105,157.105263,190.052632,148.684211,56.105263,52.263158,56.105263,48.894737,1140.789474,1212.105263,821.684211,863.052632,398.421053,222.842105,81.210526,101.315789,96.157895,24,23.105263,76.368421,50.210526,147.842105,31.947368,34.684211,121.631579,67.105263,28.947368,34.684211,44,0,0,43.631579,130.842105,8949.052632,,,,,,,,,,,,,,
19,195.105263,478.210526,308.684211,280.157895,518.631579,254.894737,189.894737,32.894737,48.210526,43.894737,192.947368,201.210526,247.105263,237.052632,217.157895,151.157895,230.368421,328.947368,310.736842,413.421053,337.473684,176.894737,127.526316,160.315789,64,1467.631579,1612.684211,967.842105,1067,480,341.421053,171.421053,157.789474,157.526316,75.052632,73.631579,232.947368,140.473684,184.684211,71.842105,73.578947,102.052632,131.736842,125.315789,41.947368,140.684211,0,0,58.684211,135.894737,13758.736842,,,,,,,,,,,,,,
12,233.421053,573.052632,330.052632,259.473684,448.578947,248.421053,219.368421,45.421053,38.631579,36.526316,210.315789,290.105263,354.631579,339.736842,310.157895,184.789474,256.210526,324.315789,327.578947,452.157895,304.526316,149.631579,126.473684,159.736842,98.526316,1362.684211,1363.105263,983,956.842105,351.684211,313.263158,197.578947,219.842105,235.210526,132.842105,128.578947,270.368421,140.947368,229.736842,94.368421,90.947368,151.421053,161.684211,128.894737,57.421053,139.105263,0,0,57.631579,180.894737,14269.894737,,,,,,,,,,,,,,
LM,47.526316,103.421053,84.210526,56.631579,276.210526,74.052632,70.684211,41.894737,36.894737,17.789474,164.842105,320.947368,347.421053,262.736842,173.210526,92.263158,129.473684,127.263158,39.894737,28.368421,28.105263,7.789474,9.526316,31.421053,38.631579,962.421053,1080.052632,771.631579,665.052632,289.578947,164.263158,68.315789,107.684211,147.052632,9.210526,124.263158,197.105263,8.684211,24.789474,14.210526,14.894737,43.894737,18.736842,93.947368,26.105263,98.315789,0,0,10.894737,24.473684,7576.789474,,,,,,,,,,,,,,
